job_title,company,location,summary,state
Azure Infrastructure Architect,Quisitive,"Irving, TX","The firm is comprised of consultants that include data scientists, business analysts, technical architects, seasoned developers, and project managers who bring…",TX
NLP Data Scientist /Analytic Consultant 4,Wells Fargo,"Dallas, TX","Data Management and Insights (DMI), which offers Chief Data Office capabilities to Wells Fargo, focuses on leveraging data as a strategic asset.",TX
Data Scientist,NTT DATA Services,"Plano, TX","Designing and executing processes related to machine learning and predictive modeling, data mining, and research on large scale complex data sets using…",TX
Data Scientist/Statistician (Statistical Modeling),S5 Stratos,"Dallas, TX",S5's R&D team is responsible for creating massively parallel systems while leveraging the deep understanding of distributed computing and machine learning.,TX
Data Scientist,Verizon,"Irving, TX","Be a subject matter expert on machine learning and predictive modeling. You will work closely with a team of talented data scientists, Big Data engineers, and…",TX
Lead Data Scientist,ITL USA,"Plano, TX","Infosys –Tecnology Lead - Data Scientist (R / Python) – US – Python, R. Excellent hands on R & Python experience. Location for this position is Plano, TX.",TX
Deep Learning Data Scientist,"Spectral MD, Inc.","Dallas, TX","They will work with a small team of clinical researchers, medical doctors, data scientists, and medical device engineers to analyze multidimensional image data…",TX
Data Scientist,HUNTER Technical Resources,"Addison, TX",Partner with Director of Marketing Analytics to identify practical opportunities to leverage large data sets and employ big data analytics techniques to improve…,TX
Data Scientist,HUNTER Technical Resources,"Addison, TX",Partner with Director of Marketing Analytics to identify practical opportunities to leverage large data sets and employ big data analytics techniques to improve…,TX
"Artificial Intelligence, Senior Consultant - Applied Artificial Intelligence",Deloitte,"Dallas, TX","The Analytics & Cognitive team leverages the power of data, analytics, robotics, science and cognitive technologies to uncover hidden relationships from vast…",TX
"Full Stack Artificial Intelligence Architect, Manager - Applied Artificial Intelligence",Deloitte,"Dallas, TX","The Analytics & Cognitive team leverages the power of data, analytics, robotics, science and cognitive technologies to uncover hidden relationships from vast…",TX
AAI – Data Science – Senior Manager,Deloitte,"Dallas, TX","Advanced analytical experience in retail operations analytics, retail workforce analytics, marketing mix modeling, customer analytics, and/or procurement,…",TX
Specialist Software Engineer-Machine Learning( Full stack Developer),Gurutech Solutions,"Dallas, TX",Specialist Software Engineer-Machine Learning( Full stack Developer). … Exp in Hadoop Admin + Hive / Spark / Sqoop / Flume / MongoDB / Hbase.,TX
Senior Technical Consultant - Machine Learning,MathWorks,"Plano, TX","Project work may also involve computer vision, signal processing, optimization, system simulation, and/or deep learning.",TX
"Sr Manager, Software Engineering - Center for Machine Learning",Capital One - US,"Plano, TX","As a Senior Manager in C4ML, you will manage teams that build fast data and machine learning solutions to create and improve some of the most interesting use…",TX
AI/ML Cloud Deployment Engineer - Architect,Deloitte,"Dallas, TX","Knowledge of machine learning, information retrieval, analytics, statistics, deep learning techniques. … The role of the AI/ML Deployment Engineer is to create…",TX
"Senior Automation Engineer, Machine Learning Services",Broadcom,"Plano, TX","Embedded intelligence and a modern, easy-to-use collaboration hub provide actionable insights, helping novice IT Ops staff triage and analyze root cause faster.",TX
AI/ML Cloud Deployment Engineer- Senior Engineer,Deloitte,"Dallas, TX","Knowledge of machine learning, information retrieval, analytics, statistics, deep learning techniques. … The role of the AI/ML Deployment Engineer is to create…",TX
AI/ML Cloud Deployment Engineer - Senior Architect,Deloitte,"Dallas, TX","Knowledge of machine learning, information retrieval, analytics, statistics, deep learning techniques. … The role of the AI/ML Deployment Engineer is to create…",TX
Data Scientist/Statistician (Statistical Modeling),S5 Stratos,"Dallas, TX",S5's R&D team is responsible for creating massively parallel systems while leveraging the deep understanding of distributed computing and machine learning.,TX
Data Scientist,Verizon,"Irving, TX",Be a subject matter expert on machine learning and predictive modeling. … You’ll drive profitable growth and business innovation by applying cutting edge machine…,TX
Deep Learning Data Scientist,"Spectral MD, Inc.","Dallas, TX","They will work with a small team of clinical researchers, medical doctors, data scientists, and medical device engineers to analyze multidimensional image data…",TX
Lead Data Scientist,ITL USA,"Plano, TX","Excellent hands on R & Python experience. R & Python as a language is practically usable for anything, we are looking for application • Development and Extract…",TX
Tax Services Senior – National Tax – Tax Technology and Transformation (TTT) – Data Scientist – Advanced Technologies - Dallas,EY,"Dallas, TX","Your primary focus will be in applying data mining techniques, doing statistical analysis and building high quantity prediction systems integrated with our…",TX
"Sr. Application Scientist, Immunology",GenScript,"Dallas, TX","The candidate will demonstrate excellent oral and written communication skills, work well independently and as part of a team, and be able to work on multiple…",TX
"AI & Analytics Technical Delivery Lead (Data Scientist/Engineer) – Dallas, TX/New York City",Fujitsu,"Richardson, TX","The day-to-day work include preparing pre-sale collateral, conducting strategy workshops, creating demos, architecting new solutions, and leading the design and…",TX
SCIENTIFIC PROGRAMMER (Medical Image and Neuroimage Analysis),UT Southwestern Medical Center,"Dallas, TX","Implement machine learning models to automate preprocessing, quality control, and computational data analysis of imaging, metabolic, genetic, behavioral, and…",TX
"Fellow, Computational Engineer",American Heart Association,"Dallas, TX","The Institute is a highly collaborative environment and candidate will work closely with product experts, software engineers, research grantees, and external…",TX
Bioinformatics & Computational Biology Scientist,Quest Diagnostics,"Lewisville, TX","As a Bioinformatics/Computational Biology Scientist you will work for the world leader in the industry, with a career where you will have the opportunity to…",TX
Clinical Research Program Analyst,Parkland Health and Hospital System,"Dallas, TX","And here, you’ll have the opportunity to put all your skills to work, and the support to grow and advance in your job and your field.",TX
Solutions Architect - Big Data,Onica,"Dallas, TX","As a Solutions Architect, Big Data, you are passionate about data and technology solutions, are driven to learn about them and keep up with market evolution.",TX
